G/V degree,Dischargem,Generator power,Mechanical power,Overall Eff,Mech Eff
35.0,0.7911,86.929,96.58777777777776,0.6967346094536299,0.776262328973308
37.5,0.8185,91.513,101.68111111111112,0.6973316950956769,0.7769275680540183
40.0,0.8368,91.803,102.00333333333332,0.6926470770753682,0.7717082313862924
45.0,0.8844,94.355,104.83888888888887,0.6740325963007485,0.7509690288223972
50.0,0.9174,93.329,103.69888888888887,0.6474481321274831,0.7213501211441502
55.0,0.9541,92.681,102.97888888888887,0.6128568138492199,0.6828104290941193
60.0,0.9677,87.7,97.44444444444444,0.586578082702892,0.6535321518773342
65.0,0.9933,84.913,94.34777777777778,0.5489017231009965,0.611555281122
70.0,1.0135,82.158,91.28666666666666,0.5136003927095351,0.5722245336986428
