method,n,seed,mae,rmse,r2,mape,bep_q_err,bep_h_err,bep_eff_err
Random,8,6,0.004735494214383832,0.007241430888967688,0.986046831406617,0.7687850927163544,0.007600000000000051,1.0,0.01819800830780771
Random,8,7,0.003060617744505111,0.004421890854355226,0.9947971644539777,0.5099987838902746,0.02739999999999998,1.0,0.007837566424580111
Random,8,8,0.004263994264405526,0.006746280125906532,0.987889758544503,0.7240061569080081,0.02739999999999998,0.0,0.00014065252286221686
Random,8,9,0.0059224083746379965,0.00952311541780154,0.9758686200795263,1.049111397240274,0.02739999999999998,1.0,0.01000061698806154
Random,8,10,0.004757127198120909,0.008182105848805332,0.9821862953133249,0.851822033633133,0.02739999999999998,1.0,0.000573584924253967
Random,8,11,0.003982583887764559,0.005675210493194954,0.9914298581634119,0.6469522325241618,0.02739999999999998,0.0,0.0005972897198519567
Random,8,12,0.004964358772341391,0.007641925705201884,0.9844607632430342,0.8686543417049469,0.02739999999999998,0.0,0.0005975874728936237
Random,8,13,0.013727339246150735,0.021067299200300166,0.8819022053343931,2.4694107592228516,0.0049000000000000155,2.0,0.01888852067433011
Random,8,14,0.00811033442030595,0.01254023231149991,0.9581558042235657,1.41966158836943,0.02739999999999998,0.0,0.013988192346319872
Random,8,15,0.010119361309438338,0.014599495871676735,0.9432847591648589,1.7729620030348516,0.0049000000000000155,2.0,0.012192869775313087
Random,8,16,0.004815399091131308,0.0069293475545741355,0.9872235926238666,0.7913861174791231,0.02739999999999998,1.0,0.011714601595183671
Random,8,17,0.0065624901442250085,0.009997038544901604,0.9734070330061947,1.152444928557261,0.0,1.0,0.017652730060543242
Random,8,18,0.007733100766468017,0.010698129685978847,0.969546320148905,1.2462667958131592,0.02739999999999998,0.0,0.024681279372938847
Random,8,19,0.004703637862666643,0.0065529951234419214,0.9885737492386154,0.752138034604889,0.02739999999999998,1.0,0.00664558226143841
Random,10,0,0.0030708584697574765,0.0045104498236631495,0.9945866790945318,0.5040376248517326,0.0,0.0,0.015117354263487037
Random,10,1,0.005826860977339979,0.008687635411067592,0.9799170625764141,0.9296375454963417,0.02739999999999998,0.0,0.017016574031277987
Random,10,2,0.0036068312385902366,0.0053144763855763315,0.9924847224447468,0.5835183911862647,0.02739999999999998,1.0,0.004804947618950006
Random,10,3,0.004797267325751459,0.007831603535320406,0.9836798010424724,0.8040035792474899,0.02739999999999998,1.0,0.013103564272415436
Random,10,4,0.00324535581949242,0.006259479753365292,0.9895744124565081,0.5070503038607589,0.02739999999999998,1.0,0.017351443735069028
Random,10,5,0.0111852238757533,0.020143514704877227,0.8920321231533483,2.0499065844181,0.007600000000000051,1.0,0.0035528699192682867
Random,10,6,0.005067507463240788,0.007448277509122271,0.9852383209052402,0.8556273943892967,0.02739999999999998,1.0,0.007130460559458318
Random,10,7,0.004080894311469178,0.006521603628469418,0.988682959747252,0.6685892184009794,0.02739999999999998,1.0,0.011805618055101164
Random,10,8,0.004386559907361768,0.006794348526802289,0.9877165686435662,0.747728858189125,0.02739999999999998,1.0,0.00048371662420620964
Random,10,9,0.004453032302248448,0.006659586442137388,0.988199006196648,0.70912072712542,0.02739999999999998,0.0,0.00968508529296841
Random,10,10,0.006222697049991574,0.008603725437578385,0.9803031332553112,1.047185674524656,0.02739999999999998,1.0,0.0065086578651948335
Random,10,11,0.003928709067750462,0.005894820828016899,0.9907537574875687,0.6071510957880337,0.02739999999999998,1.0,0.01420226592972984
Random,10,12,0.006218808973367864,0.009696673617775663,0.9749810190138279,1.0888277925727214,0.018299999999999983,0.0,0.004685402517504267
Random,10,13,0.007687688782019632,0.013173367931189997,0.9538238516184551,1.424557842552767,0.02739999999999998,0.0,0.007435081360027684
Random,10,14,0.0029656276654949857,0.00434961657713973,0.9949658516247111,0.48935677412427736,0.02739999999999998,0.0,0.0015517631562870227
Random,10,15,0.004129418140208011,0.007441729428059284,0.9852642646706473,0.6768338655147902,0.02739999999999998,1.0,0.011117075740651128
Random,10,16,0.005442321028435166,0.007160069282022574,0.9863586136035056,0.9328656010216991,0.007600000000000051,1.0,0.00841749077960341
Random,10,17,0.003370792608722516,0.005254602931646119,0.9926531043931534,0.5607211042705723,0.007600000000000051,1.0,0.011463935670094738
Random,10,18,0.0035320206902820176,0.005863155140010979,0.9908528282620355,0.5567429045276654,0.02739999999999998,1.0,0.012318246585867776
Random,10,19,0.0026798478580432627,0.004463209004033964,0.9946994795983264,0.42079111185073004,0.02739999999999998,1.0,0.006188026417254688
Random,12,0,0.008450302241188954,0.016304963419479363,0.9292602177006539,1.5631285320360768,0.007600000000000051,1.0,0.008938541583767057
Random,12,1,0.003840683351949616,0.0067034378277673915,0.9880430824939274,0.5948275970328916,0.02739999999999998,0.0,0.018156227563561722
Random,12,2,0.008118932365998806,0.012184650741683975,0.9604951668662474,1.4360451599238426,0.02739999999999998,0.0,0.010465824097094067
Random,12,3,0.003025567968009273,0.0043880673821451,0.9948764540307762,0.4997889681738119,0.026800000000000046,1.0,0.007968117160375154
Random,12,4,0.004597733603796144,0.0071784988149557975,0.9862882992199853,0.7605035103727554,0.02739999999999998,1.0,0.008383262621251442
Random,12,5,0.001947866302320877,0.003440614595879731,0.9968501047166928,0.31176010431474155,0.02739999999999998,1.0,7.0812237692452484e-06
Random,12,6,0.03498560345076908,0.05779894139538884,0.11107764147814136,6.553994624937992,0.02739999999999998,0.0,0.0012852571389927459
Random,12,7,0.005849112850431739,0.009128501740347926,0.9778270709796079,1.0511277104876635,0.02739999999999998,0.0,0.004692207178019103
Random,12,8,0.0038512083152748727,0.006275813053893393,0.9895199330337491,0.6345011573252215,0.02739999999999998,1.0,0.010211419961053791
Random,12,9,0.004091863732428761,0.006299152088308413,0.9894418397408762,0.6439821884278885,0.007600000000000051,1.0,0.008227546938311292
Random,12,10,0.002533192773295728,0.003873434794484182,0.9960077607490582,0.43351532699039574,0.02739999999999998,0.0,0.004500943092406451
Random,12,11,0.003533033827848769,0.005677540686902857,0.9914228190622604,0.564953072227711,0.007600000000000051,1.0,0.014121905162225779
Random,12,12,0.010554443047408,0.017433632446295925,0.9191276929630362,1.8987218617172281,0.007600000000000051,1.0,0.01030170534096475
Random,12,13,0.0024186889745942955,0.004574463395524141,0.9944319339947375,0.3801192777288861,0.02739999999999998,0.0,0.010109150348031726
Random,12,14,0.0022167891310282592,0.0033804659735619195,0.9969592746198785,0.35678099710796624,0.02739999999999998,0.0,0.008394460994953667
Random,12,15,0.008143027098222764,0.00987815372826433,0.9740357595448266,1.3658083051660639,0.02739999999999998,0.0,0.003062605879964986
Random,12,16,0.003518045452655907,0.00627590939928018,0.9895196112542929,0.6146042224783433,0.018299999999999983,0.0,0.004686198136856001
Random,12,17,0.0046023385809682744,0.007256361366415768,0.9859892344376289,0.7563670242368082,0.02739999999999998,1.0,0.013428533982627222
Random,12,18,0.0028336903985854167,0.00523709210856933,0.9927019894674993,0.46491295105402936,0.02739999999999998,1.0,0.011790200332111422
Random,12,19,0.002626881743883849,0.004289659671307524,0.9951036806341231,0.41910187685257555,0.02739999999999998,1.0,0.0133928998727455
Random,14,0,0.0038416888152116393,0.00563867131016944,0.991539858631059,0.6459352068096212,0.007600000000000051,1.0,0.014270369216430323
Random,14,1,0.00257131770493655,0.003783965563703465,0.9961900575800738,0.4206521900035036,0.02739999999999998,0.0,0.005541950291477971
Random,14,2,0.007250300410853903,0.01181003068573781,0.9628869955730972,1.2568021806918448,0.02739999999999998,1.0,0.01794188932893681
Random,14,3,0.001503102154999231,0.0026827332341353228,0.998084954750285,0.23438403247765613,0.02739999999999998,0.0,0.006646202316350602
Random,14,4,0.0033385548387482675,0.005338727948860784,0.9924159769791877,0.5813774252539254,0.007600000000000051,1.0,0.0128464336479569
Random,14,5,0.0028106577049358925,0.004226487047118292,0.9952468322036997,0.4590944350812359,0.02739999999999998,0.0,0.011368580392977834
Random,14,6,0.003037960677859493,0.005365791145550802,0.99233889190114,0.49705468422280175,0.02739999999999998,1.0,0.008863463756119128
Random,14,7,0.004119492557336613,0.007340256554727103,0.9856633877168818,0.7370438191153695,0.02739999999999998,0.0,0.0018184534693612697
Random,14,8,0.0035566058806207495,0.005961371792492651,0.9905438037252215,0.6173037704054206,0.0,0.0,2.225799737853862e-06
Random,14,9,0.0063421291654151305,0.010645561093835926,0.9698448721097543,1.1187289642382974,0.018299999999999983,1.0,0.009628170513670042
Random,14,10,0.00498741102650465,0.008463847923333568,0.9809383818975566,0.7622688282704232,0.02739999999999998,0.0,0.02136567034108816
Random,14,11,0.0037674983274762694,0.005881290728282222,0.9907961536912967,0.6416381631330098,0.0,1.0,0.002197205020415982
Random,14,12,0.003092573101880776,0.005161618413240298,0.9929108224852156,0.5020040506053091,0.02739999999999998,0.0,0.008845882873010469
Random,14,13,0.0024888323319919433,0.003621767296283863,0.9965096807940768,0.4093468332634787,0.02739999999999998,0.0,0.007590600357577082
Random,14,14,0.003526397512135673,0.0055039726949799766,0.9919392286397366,0.6126244840040657,0.02739999999999998,0.0,0.0037825160950811787
Random,14,15,0.0032125192037611686,0.004792497650019905,0.9938884991211705,0.5308710245196607,0.02739999999999998,1.0,0.0027665829991494473
Random,14,16,0.0021685494096015893,0.003490405900871033,0.996758276795367,0.34355862911337587,0.02739999999999998,0.0,0.011887695031642886
Random,14,17,0.0037908376774407984,0.005897323477855096,0.9907459048250107,0.6362244079549214,0.02739999999999998,0.0,0.0005982851887967877
Random,14,18,0.0027433865405034254,0.00439130408282083,0.9948688928429795,0.4314877788682379,0.007600000000000051,1.0,0.013949947118817807
Random,14,19,0.0020387994988786654,0.003354789279044601,0.9970052915067849,0.3314957584874174,0.02739999999999998,0.0,8.484371096229015e-05
Random,16,0,0.007673083331194421,0.01410389717252188,0.947069947186587,1.4213565646804713,0.02739999999999998,0.0,0.005133057836693489
Random,16,1,0.0015683263844461944,0.0023971642577651584,0.9984709571768519,0.24782110559142517,0.02739999999999998,0.0,0.0005980550634518966
Random,16,2,0.0018786061661985206,0.0028889015199869135,0.9977793018225061,0.3098663489289961,0.02739999999999998,0.0,0.0013256994872783423
Random,16,3,0.0034187946797317025,0.006118554690249603,0.9900385684750874,0.5569440810237624,0.02739999999999998,1.0,0.014199399032707949
Random,16,4,0.0020460558294715073,0.0034554722842821796,0.996822841441226,0.3183162621285482,0.02739999999999998,0.0,0.003923530684353915
Random,16,5,0.0021736555618579387,0.0032911935208930427,0.9971177549623147,0.34491487231066187,0.007600000000000051,1.0,0.005801254709233317
Random,16,6,0.0021626150005746364,0.004360983785648595,0.9949395049398535,0.3451020797822943,0.02739999999999998,1.0,0.00542609393138771
Random,16,7,0.003018796402773834,0.006182686397421076,0.9898286523541407,0.47527996916939974,0.02739999999999998,1.0,0.015076528138473821
Random,16,8,0.01113373409305794,0.019096842116032887,0.902960806932492,2.0625103520289687,0.02739999999999998,1.0,0.01429230638896517
Random,16,9,0.0033564004292957247,0.005870337971402747,0.9908304025079198,0.5796592593321752,0.02739999999999998,1.0,0.009548061543000474
Random,16,10,0.0019949779516909424,0.0032812296622825076,0.9971351801368342,0.31079811621379916,0.02739999999999998,0.0,0.0005967872297540922
Random,16,11,0.003182230293005052,0.005511044990446618,0.9919185000547497,0.49387765936380995,0.007600000000000051,1.0,0.00862892944750615
Random,16,12,0.0061110782309185905,0.011448477958570765,0.965124570397606,1.1249928273912873,0.007600000000000051,1.0,0.0011020391009507469
Random,16,13,0.003065407698042382,0.004787200145950468,0.9939020026466823,0.48160073163493033,0.02739999999999998,0.0,0.010422445620404619
Random,16,14,0.002627689828578279,0.00372672435683324,0.9963044540638412,0.44230999718319375,0.02739999999999998,0.0,0.0005993357638285346
Random,16,15,0.0017086876409151239,0.0029582681457955735,0.997671377252535,0.2709405200549929,0.02739999999999998,0.0,0.006784404449160952
Random,16,16,0.0015989350428615148,0.002469493756883084,0.9983772936842794,0.2599919673124652,0.02739999999999998,0.0,0.005636904777918339
Random,16,17,0.002507020434762302,0.004736746154351102,0.9940298631854014,0.3945067050604408,0.02739999999999998,1.0,0.00968304352192062
Random,16,18,0.0021639628339524524,0.003850525137524098,0.9960548457582847,0.3445308677944253,0.02739999999999998,1.0,0.003154891821584349
Random,16,19,0.0017273817311007787,0.003073226659644991,0.9974868798908114,0.27474455101224976,0.02739999999999998,1.0,0.000849357841654852
Random,20,0,0.0024676256376651193,0.0040156871117846184,0.9957091454335791,0.4039119974205112,0.02739999999999998,1.0,0.007630672400253058
Random,20,1,0.0019235279518877004,0.0035552380861905227,0.9966367322658626,0.3165170988648404,0.02739999999999998,1.0,0.0011720343608710992
Random,20,2,0.0035413084401103648,0.006570671565187894,0.9885120223908159,0.6198043312106615,0.0,0.0,4.418456010624183e-06
Random,20,3,0.002511358343346685,0.004048817016196209,0.9956380532403328,0.40470516093958075,0.02739999999999998,0.0,0.005584819733379098
Random,20,4,0.0021020088483682292,0.003401264111869541,0.9969217437159874,0.3473948273496912,0.018299999999999983,0.0,0.0052883079530529065
Random,20,5,0.0026964971243743255,0.00576230714736345,0.9911647901580065,0.43217968790103084,0.02739999999999998,1.0,0.007276592514017577
Random,20,6,0.00186310726683674,0.002804777792294184,0.997906750570297,0.31761384182344155,0.0,0.0,0.004330710680343297
Random,20,7,0.0018017056315374773,0.0033585705523669625,0.9969985368691145,0.28892562327814725,0.018299999999999983,0.0,0.004687408516957148
Random,20,8,0.0022705116885038037,0.004722533778621489,0.9940656356464629,0.3553365183745378,0.02739999999999998,1.0,0.0069297896410766
Random,20,9,0.0032969877940801275,0.005791250403350208,0.9910758112279741,0.5831311324053738,0.02739999999999998,0.0,0.001906333230192181
Random,20,10,0.0024392152913558984,0.0037934052485394704,0.9961710248934559,0.40908321805559045,0.0,0.0,2.806454135084735e-06
Random,20,11,0.0022918351471506704,0.003186696564677204,0.9972978746879095,0.37336535629233436,0.02739999999999998,0.0,0.0006000925510831756
Random,20,12,0.0024127648511668093,0.003626002218485256,0.9965015135812713,0.3818296357146835,0.0,0.0,7.021720586197766e-06
Random,20,13,0.0020808939176306107,0.0036429922462605743,0.9964686516949959,0.331473119384912,0.02739999999999998,1.0,0.0005155165831595143
Random,20,14,0.0027752852970876663,0.004598280944917842,0.9943738013040214,0.46105700479458267,0.02739999999999998,1.0,0.0016032119317879179
Random,20,15,0.00251090163616791,0.003856804885242694,0.9960419671120472,0.42428643877297434,0.02739999999999998,0.0,0.004947599511695655
Random,20,16,0.00216502156321973,0.0045168515957634174,0.9945713017192107,0.3332038414079959,0.026800000000000046,1.0,0.016589048865535583
Random,20,17,0.002308114838961028,0.003650358106846018,0.996454357008587,0.37292489164351145,0.02739999999999998,0.0,0.0006012493376071903
Random,20,18,0.0015322952003990174,0.002408709622849918,0.9984561931746424,0.2506792682186302,0.0,0.0,0.00619213674281438
Random,20,19,0.002537243245709654,0.004621918972467756,0.9943158082962694,0.44044456431944395,0.0,0.0,0.0041834357817192025
Random,25,0,0.0023035780359806526,0.004362042801052425,0.9949370468738818,0.35827518983469275,0.02739999999999998,0.0,0.0095544571315197
Random,25,1,0.0023122432046245225,0.004022681536436107,0.9956941850070067,0.364947658710881,0.02739999999999998,1.0,0.0016082541914652637
Random,25,2,0.0019821766850514214,0.003836968507423646,0.9960825764419942,0.3493230982206359,0.0,0.0,3.7634123141172537e-06
Random,25,3,0.0020791506555376004,0.0037114331913691142,0.9963347183212469,0.34050943174324755,0.0,1.0,0.012038941225416044
Random,25,4,0.002872641419288515,0.0054662871521696434,0.9920492344821247,0.46897577794255163,0.02739999999999998,1.0,0.004671869798981154
Random,25,5,0.0016399922783033455,0.0027176851366489956,0.9980347294794065,0.2665523216732063,0.0,0.0,3.7201979994350154e-06
Random,25,6,0.002373296673939725,0.003739194910376014,0.9962796802378922,0.3810548399943452,0.02739999999999998,0.0,0.005870764620060975
Random,25,7,0.0013727715070790318,0.0023829250950511416,0.9984890682643615,0.2200633919436543,0.02739999999999998,0.0,0.0031119506262868857
Random,25,8,0.0019981040767697578,0.003437446371934794,0.9968559030870904,0.31939092878250036,0.007600000000000051,1.0,0.0010706383305036926
Random,25,9,0.0012487064104327217,0.0024629334206522,0.9983859038367446,0.20433073650043249,0.0,0.0,7.961034666936762e-06
Random,25,10,0.001231661564384932,0.0021635844313805555,0.9987544196256583,0.1974259257487498,0.018299999999999983,0.0,0.00468456989022481
Random,25,11,0.0015779672187479022,0.00346097580273134,0.9968127128834534,0.2452979292281535,0.02739999999999998,1.0,0.002841944168946453
Random,25,12,0.0015073680394710126,0.0026031319941076697,0.9981969140002726,0.25366540539095456,0.0,0.0,1.9758100342492924e-06
Random,25,13,0.0011787273326402615,0.0019985299301908625,0.9989372151015196,0.18852973272527013,0.0,0.0,0.0044342841059769045
Random,25,14,0.0020379852757735906,0.003132599527597712,0.9973888379958605,0.3327006269922863,0.0,0.0,1.1084916671677547e-05
Random,25,15,0.0026491135389243186,0.006021146964894285,0.9903532168383181,0.41925603624333485,0.02739999999999998,1.0,0.011721070944277212
Random,25,16,0.0014944214578185666,0.0024287449309536727,0.9984304040272212,0.23533344821780522,0.0,0.0,0.00794735549528136
Random,25,17,0.0015305611713585753,0.0027142047914035486,0.998039759819519,0.2589453406020468,0.02739999999999998,0.0,0.005053255515155564
Random,25,18,0.002057357733461693,0.0037920930353263927,0.9961736734703273,0.32796098677151025,0.007600000000000051,1.0,0.008528152867161798
Random,25,19,0.005793995279326203,0.012027058284071359,0.9615104447727687,1.0197792065779359,0.0,0.0,0.01117951929722194
Random,30,0,0.0015926917734795862,0.002958153917078233,0.99767155708103,0.2544105949412958,0.02739999999999998,0.0,0.0038280966606314415
Random,30,1,0.001942078956597006,0.003905960842039842,0.9959404318965285,0.311439759229874,0.0,1.0,0.012035901710888086
Random,30,2,0.0012235484805685913,0.002502016782209929,0.9983342704195213,0.18925413872795588,0.02739999999999998,0.0,0.006722289461323583
Random,30,3,0.0013091075274125018,0.0022572074809846417,0.9986442893014318,0.2202385509687454,0.0,0.0,5.75586069651024e-06
Random,30,4,0.0015769526530880786,0.002720059968675065,0.9980312933002073,0.25176536094301416,0.018299999999999983,0.0,0.0009570042470572471
Random,30,5,0.002143492950296854,0.003632293433786417,0.9964893631060586,0.3354005227668994,0.007600000000000051,1.0,0.0007324211188216578
Random,30,6,0.0014680192798956979,0.0025606842899221897,0.9982552382351413,0.24746752082291218,0.018299999999999983,0.0,0.0004623430277994611
Random,30,7,0.0017335295911392848,0.003612876022263894,0.9965267969084859,0.28644214253671313,0.02739999999999998,0.0,0.010512143976831534
Random,30,8,0.002343320139894133,0.005975136725032341,0.9905000841975917,0.3605683967362147,0.02739999999999998,1.0,0.018489929949480732
Random,30,9,0.001038954771610545,0.0018587293718078058,0.9990807018527044,0.17156312737511484,0.02739999999999998,0.0,0.0005986011879252073
Random,30,10,0.0016352275087385983,0.0028026118378663024,0.9979099822931567,0.2583651550349192,0.0,0.0,9.008809778277005e-06
Random,30,11,0.0016113554021627092,0.0036503556043887267,0.9964543618699275,0.24707978617908405,0.02739999999999998,1.0,0.0038596040610587856
Random,30,12,0.00125861034666721,0.0025469829999702274,0.9982738594545943,0.20432146481273897,0.0,0.0,1.2804872475236095e-05
Random,30,13,0.001078006456102275,0.0019018054690521096,0.9990375986017683,0.17415879681262347,0.0,0.0,8.231157682891954e-06
Random,30,14,0.001565142900799092,0.002922682277172216,0.9977270636535696,0.2451358574022927,0.007600000000000051,1.0,0.0037172176482557218
Random,30,15,0.001613983179149612,0.0029886365475427588,0.9976233224302037,0.2550969316592839,0.02739999999999998,0.0,0.0005969312389529913
Random,30,16,0.0014235048462447886,0.0026576869274552973,0.9981205459954546,0.23255307075726403,0.02739999999999998,0.0,0.0006042937021596417
Random,30,17,0.001267631110483427,0.0022566336074330766,0.9986449785669244,0.20298145128373668,0.02739999999999998,0.0,0.007836207290960129
Random,30,18,0.0018812710253786188,0.0031852074990028263,0.997300399372575,0.3074253451153759,0.02739999999999998,0.0,0.000599512836977012
Random,30,19,0.0011648154889854967,0.0019793480207778297,0.9989575184351458,0.1857542230307107,0.0,0.0,2.9151653532122346e-05
Grid,6,0,0.006243564810316995,0.008276636118202155,0.9817723036520565,1.0336016316992471,0.007600000000000051,1.0,0.013265692168210386
Grid,6,1,0.008209582153805739,0.010983998640061065,0.967897045571889,1.342983185050011,0.007600000000000051,1.0,0.013792930070956388
Grid,6,2,0.011270027802434432,0.01490825794854063,0.940860471418111,1.9378459853605619,0.018299999999999983,0.0,0.012568682130769449
Grid,6,3,0.006156987537458562,0.008232807635302996,0.981964840093355,1.0016465641879573,0.007600000000000051,1.0,0.009680421003565698
Grid,6,4,0.00689891204872367,0.008563692525256364,0.9804860048396444,1.1577678511199285,0.007600000000000051,1.0,0.016127158624867022
Grid,6,5,0.010086213269901957,0.012949692680627001,0.955378621259867,1.6701067221763357,0.007600000000000051,1.0,0.013686147296152473
Grid,6,6,0.011891517048224129,0.015283247462122384,0.9378479651946688,2.0353250041145423,0.007600000000000051,1.0,0.012580125029817313
Grid,6,7,0.008341305995751148,0.010861819826023985,0.9686072580313968,1.4222665663185967,0.007600000000000051,1.0,0.013656316905724442
Grid,6,8,0.009264108901110091,0.011496444834833187,0.9648317157646447,1.5082626204519445,0.0049000000000000155,2.0,0.009891738935512873
Grid,6,9,0.012771960386266311,0.016158250601484233,0.9305275299576068,2.1527639945259436,0.007600000000000051,1.0,0.008684828265626221
Grid,6,10,0.004260317032163069,0.00611503485832569,0.9900500262396124,0.6995505741175402,0.007600000000000051,1.0,0.013812604189386013
Grid,6,11,0.008402844897690574,0.010659718196124436,0.9697646146031782,1.420256496036045,0.007600000000000051,1.0,0.010028833567678586
Grid,6,12,0.007336536763455571,0.009451782753253955,0.9762287771641468,1.218675741022844,0.007600000000000051,1.0,0.015199604165156089
Grid,6,13,0.0035817125054805133,0.0053180801521984355,0.9924745267125278,0.5693341033147165,0.007600000000000051,1.0,0.017538096139989467
Grid,6,14,0.007109871386192134,0.0091532385660921,0.9777067377517381,1.1779288800132064,0.007600000000000051,1.0,0.015604919793684502
Grid,6,15,0.009391204283825446,0.011689792616163444,0.9636388446193617,1.5842459805001115,0.007600000000000051,1.0,0.009296818520620476
Grid,6,16,0.012990611953619736,0.016042531184579108,0.931519039078922,2.1673184579101266,0.007600000000000051,1.0,0.01357684884769439
Grid,6,17,0.01250549783033044,0.015396490486585257,0.9369235072331615,2.0464690834160604,0.02739999999999998,0.0,0.015718384365890126
Grid,6,18,0.015748441073345436,0.018765450201084097,0.9062994721614307,2.6003545269122976,0.02739999999999998,0.0,0.016722784274756375
Grid,6,19,0.00864486807155075,0.011640401268191086,0.9639454595424136,1.414471026485801,0.007600000000000051,1.0,0.012968870724704429
Grid,8,0,0.004236904380151694,0.005990992433129194,0.9904495990780001,0.7090436689298566,0.007600000000000051,1.0,0.013084634233844206
Grid,8,1,0.004236904380151694,0.005990992433129194,0.9904495990780001,0.7090436689298566,0.007600000000000051,1.0,0.013084634233844206
Grid,8,2,0.004236904380151694,0.005990992433129194,0.9904495990780001,0.7090436689298566,0.007600000000000051,1.0,0.013084634233844206
Grid,8,3,0.004236904380151694,0.005990992433129194,0.9904495990780001,0.7090436689298566,0.007600000000000051,1.0,0.013084634233844206
Grid,8,4,0.004236904380151694,0.005990992433129194,0.9904495990780001,0.7090436689298566,0.007600000000000051,1.0,0.013084634233844206
Grid,8,5,0.004236904503253737,0.005990992604716663,0.9904495985309358,0.7090436961479518,0.007600000000000051,1.0,0.013084634212459312
Grid,8,6,0.004236904380151694,0.005990992433129194,0.9904495990780001,0.7090436689298566,0.007600000000000051,1.0,0.013084634233844206
Grid,8,7,0.004236904380151694,0.005990992433129194,0.9904495990780001,0.7090436689298566,0.007600000000000051,1.0,0.013084634233844206
Grid,8,8,0.004236904380151694,0.005990992433129194,0.9904495990780001,0.7090436689298566,0.007600000000000051,1.0,0.013084634233844206
Grid,8,9,0.004236904380151694,0.005990992433129194,0.9904495990780001,0.7090436689298566,0.007600000000000051,1.0,0.013084634233844206
Grid,8,10,0.004236904380151694,0.005990992433129194,0.9904495990780001,0.7090436689298566,0.007600000000000051,1.0,0.013084634233844206
Grid,8,11,0.004236904380151694,0.005990992433129194,0.9904495990780001,0.7090436689298566,0.007600000000000051,1.0,0.013084634233844206
Grid,8,12,0.004236904380151694,0.005990992433129194,0.9904495990780001,0.7090436689298566,0.007600000000000051,1.0,0.013084634233844206
Grid,8,13,0.004236904380151694,0.005990992433129194,0.9904495990780001,0.7090436689298566,0.007600000000000051,1.0,0.013084634233844206
Grid,8,14,0.004236904380151694,0.005990992433129194,0.9904495990780001,0.7090436689298566,0.007600000000000051,1.0,0.013084634233844206
Grid,8,15,0.004236904380151694,0.005990992433129194,0.9904495990780001,0.7090436689298566,0.007600000000000051,1.0,0.013084634233844206
Grid,8,16,0.004236904500820086,0.005990992601324624,0.9904495985417505,0.7090436956098751,0.007600000000000051,1.0,0.013084634212882529
Grid,8,17,0.004236904380151694,0.005990992433129194,0.9904495990780001,0.7090436689298566,0.007600000000000051,1.0,0.013084634233844206
Grid,8,18,0.004236904542553426,0.005990992659496759,0.990449598356283,0.7090437048373243,0.007600000000000051,1.0,0.013084634205621337
Grid,8,19,0.004236904380151694,0.005990992433129194,0.9904495990780001,0.7090436689298566,0.007600000000000051,1.0,0.013084634233844206
Grid,10,0,0.00314066262093689,0.005148870241951082,0.9929457969599111,0.4907872025464166,0.007600000000000051,1.0,0.012815000215656513
Grid,10,1,0.0036241082253947324,0.005167239358663554,0.9928953740062058,0.5998342518241215,0.007600000000000051,1.0,0.013004931381912277
Grid,10,2,0.005189833446156349,0.006688354288131261,0.9880968309544087,0.8681921156551621,0.026800000000000046,1.0,0.009696652642409043
Grid,10,3,0.003681639664194351,0.005666397520119377,0.9914564544581957,0.5826458338121626,0.007600000000000051,1.0,0.013121325831509267
Grid,10,4,0.0033895200602234157,0.00517900241703574,0.9928629902712413,0.537900526098834,0.007600000000000051,1.0,0.012445326436934634
Grid,10,5,0.0033783167299306863,0.005117170192691728,0.9930323907939432,0.5420786280225878,0.007600000000000051,1.0,0.012373544799366476
Grid,10,6,0.0029525718340997226,0.005097355158375168,0.993086247164293,0.45379054364288035,0.007600000000000051,1.0,0.012630685095458727
Grid,10,7,0.0032893923816387474,0.005038895506082402,0.9932439202733103,0.525975405078511,0.007600000000000051,1.0,0.01280623262070646
Grid,10,8,0.002658762108186811,0.004501578408026086,0.9946079526231513,0.413367596196072,0.007600000000000051,1.0,0.012762332287886369
Grid,10,9,0.0034631540770071866,0.005320049997778926,0.9924689507282174,0.5527271689801297,0.007600000000000051,1.0,0.012918972897562941
Grid,10,10,0.003424328070462874,0.005022824417920023,0.9932869473231033,0.5473634282653779,0.007600000000000051,1.0,0.012176371288655674
Grid,10,11,0.003131105372224088,0.0052401300700875755,0.9926935200706439,0.48674997630355393,0.007600000000000051,1.0,0.01283806691610212
Grid,10,12,0.00314066262093689,0.005148870241951082,0.9929457969599111,0.4907872025464166,0.007600000000000051,1.0,0.012815000215656513
Grid,10,13,0.003574355782461333,0.005570477332858012,0.9917432547727933,0.5662410205882437,0.007600000000000051,1.0,0.013103702588567745
Grid,10,14,0.0036757259423584768,0.005757793970503099,0.9911786246337196,0.5787480510544087,0.007600000000000051,1.0,0.013055341410735388
Grid,10,15,0.003198427583180779,0.005338950516902649,0.992415344620186,0.4968638215073773,0.007600000000000051,1.0,0.01283645447951609
Grid,10,16,0.0038219315275996512,0.005387981409455603,0.9922753957537493,0.6343698468092999,0.026800000000000046,1.0,0.012955674965592912
Grid,10,17,0.005978835362131487,0.007667054920844881,0.9843583987669514,0.9986866163520446,0.02739999999999998,0.0,0.0005985284240828115
Grid,10,18,0.00269328763039855,0.004377573509953919,0.9949009302033418,0.42404577382441155,0.007600000000000051,1.0,0.012671786152114728
